Country,PopnF1960,PopnF1961,PopnF1962,PopnF1963,PopnF1964,PopnF1965,PopnF1966,PopnF1967,PopnF1968,PopnF1969,PopnF1970,PopnF1971,PopnF1972,PopnF1973,PopnF1974,PopnF1975,PopnF1976,PopnF1977,PopnF1978,PopnF1979,PopnF1980,PopnF1981,PopnF1982,PopnF1983,PopnF1984,PopnF1985,PopnF1986,PopnF1987,PopnF1988,PopnF1989,PopnF1990,PopnF1991,PopnF1992,PopnF1993,PopnF1994,PopnF1995,PopnF1996,PopnF1997,PopnF1998,PopnF1999,PopnF2000,PopnF2001,PopnF2002,PopnF2003,PopnF2004,PopnF2005,PopnF2006,PopnF2007,PopnF2008,PopnF2009,PopnF2010,PopnF2011,PopnF2012,PopnF2013,PopnF2014,PopnF2015,PopnM1960,PopnM1961,PopnM1962,PopnM1963,PopnM1964,PopnM1965,PopnM1966,PopnM1967,PopnM1968,PopnM1969,PopnM1970,PopnM1971,PopnM1972,PopnM1973,PopnM1974,PopnM1975,PopnM1976,PopnM1977,PopnM1978,PopnM1979,PopnM1980,PopnM1981,PopnM1982,PopnM1983,PopnM1984,PopnM1985,PopnM1986,PopnM1987,PopnM1988,PopnM1989,PopnM1990,PopnM1991,PopnM1992,PopnM1993,PopnM1994,PopnM1995,PopnM1996,PopnM1997,PopnM1998,PopnM1999,PopnM2000,PopnM2001,PopnM2002,PopnM2003,PopnM2004,PopnM2005,PopnM2006,PopnM2007,PopnM2008,PopnM2009,PopnM2010,PopnM2011,PopnM2012,PopnM2013,PopnM2014,PopnM2015
Tanzania,5139481,5289923,5446214,5608267,5775911,5949145,6127807,6312320,6503960,6704407,6914807,7135881,7367202,7607369,7854328,8106664,8363937,8626827,8896404,9174243,9461522,9759065,10066746,10383708,10708617,11040805,11378397,11722311,12077863,12452293,12849925,13274990,13723814,14183326,14635455,15068098,15476623,15867518,16253578,16653299,17080688,17539761,18028436,18547259,19095108,19671083,20276378,20912048,21576512,22267353,22982543,23721673,24484466,25269132,26073566,26896189,4935009,5083457,5237674,5397615,5563165,5734366,5911079,6093720,6283534,6482153,6690697,6909876,7139294,7377604,7622827,7873601,8129498,8391186,8659744,8936747,9223371,9520478,9827931,10144757,10469462,10801282,11138412,11481875,11836989,12210991,12608283,13032492,13480051,13939473,14394833,14835231,15257314,15666263,16070375,16481982,16910902,17359301,17827044,18318969,18840226,19394517,19984469,20609956,21268232,21954760,22665982,23401325,24161243,24944325,25749055,26574231
Thailand,13678206,14090439,14517646,14959349,15414832,15883374,16363797,16855394,17358331,17873060,18399222,18936933,19483862,20034225,20580545,21117344,21642331,22156410,22661340,23160355,23656011,24145058,24626317,25106634,25595272,26096961,26619558,27156410,27680473,28154907,28555500,28868973,29108954,29311097,29526167,29790317,30113664,30483421,30884555,31292740,31688434,32072380,32446179,32792031,33088048,33320275,33478316,33570075,33622742,33674965,33754468,33871024,34016013,34176338,34330990,34464570,13718972,14133769,14563391,15007694,15466500,15939424,16425300,16923106,17432614,17953743,18485692,19027992,19578137,20130744,20678994,21217610,21744515,22259597,22762102,23251955,23729314,24191836,24639280,25076472,25510166,25944507,26383217,26823093,27253088,27657887,28027324,28356999,28652620,28926575,29196600,29475772,29765291,30061516,30366419,30681217,31004888,31342794,31690490,32025223,32316474,32543698,32696170,32783497,32830513,32873232,32937556,33031934,33148117,33275084,33394989,33494789
Timor-Leste,246049,250348,254818,259462,264290,269304,274311,279252,284402,290148,296650,304413,313078,320930,325648,325761,320366,310470,298850,289402,284894,286389,292972,303019,313997,324062,332579,340114,347424,355725,365770,378105,392078,405851,416905,423603,424917,421827,417138,414818,417617,426738,441064,458210,474644,487866,497053,503180,507707,512864,520249,530269,542321,555780,569649,583192,253476,257963,262628,267474,272508,277731,282941,288078,293422,299371,306087,314095,323022,331087,335880,335873,330124,319681,307445,297484,292686,294167,300965,311360,322673,332956,341549,349056,356272,364473,374461,386779,400768,414620,425847,432836,434579,432040,427968,426245,429568,439110,453773,471221,487990,501631,511336,518055,523208,528963,536873,547333,559755,573535,587711,601573
Togo,801728,810263,817887,827417,842664,866132,899132,940239,985861,1030872,1071575,1106980,1138224,1166358,1193227,1220366,1247604,1274899,1304103,1337565,1376864,1422855,1474865,1531022,1588582,1645497,1701232,1756227,1810586,1864700,1918888,1973076,2027162,2081452,2136361,2192240,2249224,2307406,2367051,2428446,2491819,2557320,2625003,2694866,2766847,2840905,2917039,2995283,3075658,3158185,3242855,3329675,3418568,3509332,3601704,3695483,778785,787265,794871,804346,819408,842500,874897,915206,959920,1004037,1043946,1078681,1109351,1136987,1163396,1190080,1216853,1243667,1272365,1305280,1343974,1389216,1440283,1495356,1551773,1607498,1662216,1716232,1768903,1819609,1868054,1913782,1957194,1999946,2044328,2092046,2143717,2199059,2257775,2319219,2382916,2448903,2517416,2588380,2661705,2737314,2815136,2895131,2977279,3061576,3147996,3236504,3327013,3419387,3513459,3609095
Tonga,30329,31355,32560,33873,35189,36430,37581,38653,39622,40465,41171,41716,42110,42418,42730,43110,43585,44132,44702,45221,45638,45938,46143,46276,46376,46471,46568,46662,46752,46834,46905,46970,47037,47107,47185,47275,47373,47485,47629,47832,48110,48471,48904,49378,49848,50284,50678,51037,51358,51642,51892,52102,52276,52447,52655,52931,31271,32385,33695,35127,36568,37933,39206,40395,41474,42414,43199,43804,44239,44567,44879,45237,45673,46164,46658,47078,47369,47514,47540,47499,47462,47482,47579,47737,47928,48109,48247,48334,48384,48425,48493,48614,48801,49041,49308,49566,49788,49963,50101,50228,50378,50574,50829,51132,51458,51774,52055,52290,52493,52692,52931,53239
Trinidad and Tobago,422707,431507,439326,446176,452128,457287,461585,465122,468378,471987,476405,481849,488215,495241,502504,509701,516706,523625,530645,538051,546010,554604,563649,572718,581234,588781,595184,600558,605135,609289,613289,617242,621062,624612,627675,630126,631903,633153,634205,635504,637370,639938,643116,646708,650411,654001,657409,660704,663961,667306,670816,674504,678294,682071,685680,689003,425774,433849,440693,446395,451144,455132,458317,460796,463088,465859,469591,474515,480527,487353,494548,501786,508949,516132,523464,531148,539298,547958,556961,565955,574467,582154,588869,594685,599755,604336,608615,612664,616424,619798,622641,624875,626462,627524,628339,629277,630610,632445,634724,637344,640124,642932,645732,648556,651411,654318,657279,660286,663285,666169,668803,671085
Tunisia,2094080,2121104,2151042,2184396,2221588,2262843,2308661,2358909,2412371,2467329,2522578,2577820,2633541,2690301,2748982,2810329,2874059,2940179,3010044,3085404,3167301,3256390,3351728,3450767,3549979,3646758,3739843,3829672,3917375,4004863,4093348,4183149,4273183,4361595,4445859,4524173,4596140,4662370,4723364,4780014,4833194,4882906,4929568,4975011,5021564,5070948,5123832,5179995,5239117,5300487,5363476,5428106,5494303,5561160,5627517,5692469,2082186,2114832,2152088,2193240,2237021,2282497,2329610,2378724,2429795,2482824,2537815,2594872,2654007,2715053,2777786,2842149,2907734,2974827,3044870,3119806,3200868,3288635,3382230,3479623,3577964,3675119,3769907,3862574,3954085,4046073,4139449,4234540,4330043,4423293,4510731,4589799,4659896,4721781,4776023,4823719,4865998,4902759,4934639,4964467,4995875,5031529,5072609,5118722,5168974,5221727,5275718,5330764,5387147,5444546,5502637,5561085
Turkey,13824047,14172094,14522216,14875396,15233083,15596569,15965964,16341660,16725574,17120075,17526819,17947072,18380470,18825027,19277773,19736719,20199671,20667481,21144700,21637735,22150310,22684467,23236169,23795610,24349388,24887733,25407317,25910429,26399919,26880948,27357640,27829847,28296954,28762227,29229712,29702231,30181304,30666130,31154259,31641947,32126375,32609556,33092691,33571462,34040169,34496305,34931860,35351421,35779830,36250882,36785807,37396866,38068519,38760067,39414618,39991268,13729233,14057197,14387769,14721651,15059886,15403598,15752302,16106744,16470715,16849126,17245212,17661007,18094886,18541895,18994928,19448918,19901025,20352730,20808405,21274615,21755480,22252369,22761771,23276993,23788803,24290346,24779774,25258412,25726578,26185621,26636965,27079661,27514180,27945227,28379057,28820089,29270184,29727974,30190615,30653670,31113782,31573138,32033075,32488659,32933392,33364312,33772861,34164071,34564527,35010425,35524609,36120136,36780668,37463572,38109170,38674562
Turkmenistan,811748,840144,869715,900026,930531,960848,990740,1020301,1049891,1080060,1111196,1143410,1176543,1210393,1244649,1279087,1313701,1348585,1383735,1419169,1454930,1491042,1527598,1564807,1602935,1642207,1682326,1723272,1765827,1811030,1859400,1911456,1966351,2021565,2073685,2120280,2160489,2195056,2225166,2252733,2279271,2305019,2329838,2354450,2379652,2406042,2433967,2463462,2494395,2526453,2559364,2593132,2627740,2662838,2697977,2732796,781753,809770,838996,868982,899166,929152,958685,987847,1016998,1046689,1077303,1108976,1141527,1174646,1207879,1240915,1273716,1306451,1339271,1372406,1406070,1440301,1475187,1511060,1548327,1587292,1627733,1669551,1713261,1759528,1808600,1860894,1915622,1970352,2021827,2067730,2107201,2140935,2170127,2196694,2222148,2246743,2270334,2293586,2317224,2341797,2367627,2394773,2423146,2452507,2482631,2513540,2545201,2577250,2609211,2640706
Uganda,3413909,3524198,3642033,3766699,3897052,4032019,4171975,4316599,4463308,4608767,4750818,4888341,5022614,5156886,5295788,5442797,5599490,5765395,5939518,6120011,6305817,6496328,6692933,6898890,7118558,7354836,7609078,7879750,8163267,8454464,8749504,9048012,9350958,9657579,9967277,10280131,10595379,10914412,11242198,11585370,11948808,12334598,12741908,13169075,13613124,14071891,14545448,15034802,15539788,16060293,16596368,17147670,17714523,18298463,18901552,19525205,3374302,3482431,3598122,3720712,3849129,3982357,4120772,4264033,4409558,4554006,4695206,4832024,4965707,5099456,5237839,5384274,5540282,5705346,5878433,6057666,6241937,6430679,6625216,6828537,7044656,7276253,7524662,7788528,8064511,8347794,8634865,8925416,9220569,9520081,9823989,10132836,10446089,10765085,11094614,11440987,11808828,12200070,12613886,13048685,13501618,13970522,14455477,14957156,15474639,16006832,16553049,17112672,17686097,18274924,18881419,19507178
Ukraine,23630204,23880276,24140460,24400444,24645918,24866940,25058943,25225769,25376137,25523023,25675618,25836862,26003195,26169512,26327978,26472967,26602649,26719022,26824809,26924254,27020210,27134287,27199945,27273550,27349932,27408385,27472132,27541527,27627494,27728957,27764315,27800056,27863466,27867569,27722842,27501563,27259326,27016669,26784158,26543240,26289780,26040496,25797803,25605118,25428511,25260694,25109472,24979459,24862139,24764883,24672940,24583013,24514228,24446088,24316083,24241677,19031946,19323359,19609009,19885453,20148407,20394999,20623371,20834687,21032870,21223645,21411140,21596945,21779818,21957658,22127142,22286019,22433553,22571065,22700788,22825896,22948601,23086713,23184055,23290450,23404068,23508615,23624868,23751473,23893506,24044043,24127685,24200414,24286800,24311641,24198199,24010736,23797863,23577436,23359781,23130110,22886068,22643369,22404697,22207832,22023089,21844456,21678278,21529891,21396061,21288417,21197760,21123087,21079072,21043512,20955864,20912352
United Arab Emirates,46276,48783,51889,55365,58880,62264,65491,68871,72989,78628,86403,96425,108695,123572,141436,162494,186877,214335,244186,275487,307479,339972,372917,405877,438388,470136,500916,530821,560245,589778,619898,650926,682922,715816,749434,783784,819920,858582,899229,940984,983871,1025242,1066849,1118181,1191962,1296058,1435583,1604485,1785761,1955719,2097458,2204560,2282317,2339904,2391812,2448707,46336,52202,60351,69851,79340,88054,95586,102910,112323,126942,149031,178735,215374,259251,310512,368771,435174,508514,583208,651816,709310,753136,785560,812346,841890,880297,929632,988170,1053659,1122339,1191560,1262264,1336092,1412047,1488847,1566408,1647806,1736638,1834541,1943204,2066257,2192623,2327211,2507617,2783983,3185918,3735672,4405615,5114381,5749704,6231995,6530162,6670225,6700074,6694327,6708256
United Kingdom,27093509,27276344,27483664,27665925,27825853,27989986,28135989,28284813,28422620,28539856,28649008,28759371,28843941,28885038,28889957,28878018,28865061,28852932,28854573,28882462,28920179,28934608,28929773,28945632,28997027,29067353,29137603,29200918,29266063,29342301,29430325,29521936,29602151,29672630,29745953,29819995,29888853,29956402,30031334,30115462,30203061,30294981,30395095,30506444,30650249,30833194,31035274,31255016,31480966,31699626,31928467,32157952,32361213,32557768,32783910,33026673,25306491,25523656,25766336,25984075,26174147,26358064,26512511,26658787,26789080,26901894,27014242,27136852,27242124,27309489,27340017,27347782,27346907,27340560,27341931,27364489,27394037,27399221,27383868,27387216,27425045,27482915,27543793,27601132,27662264,27734410,27817261,27902961,27978251,28045984,28119792,28199035,28278097,28360552,28455807,28567004,28689453,28824692,28975384,29141133,29337656,29568012,29811546,30067447,30326029,30576644,30837898,31100966,31339087,31570458,31829250,32102188
United States,91080334,92648728,94131326,95546380,96941287,98229423,99451832,100632710,101736800,102820820,104093569,105464260,106627368,107669811,108684186,109803261,110913877,112112212,113387672,114715789,115869519,117033295,118152917,119222596,120241640,121300453,122424625,123527093,124655090,125826547,127224739,128883111,130611654,132260732,133802158,135314671,136809762,138380165,139919288,141456191,142965028,144318117,145599896,146800080,148116767,149449120,150869053,152292131,153723121,155052916,156317021,157460944,158596747,159697341,160883270,162100917,89590666,91042272,92406674,93695620,94947713,96073577,97108168,98079290,98969200,99856180,100958431,102196740,103268632,104239189,105169814,106169739,107121123,108126788,109197328,110339211,111355481,112432705,113511083,114569404,115583360,116623547,117708375,118761907,119843910,120992453,122398261,124097889,125902346,127658268,129323842,130963329,132584238,134276835,135934712,137583809,139197383,140650838,142025297,143307853,144688531,146067479,147510859,148939076,150370845,151718613,153029842,154257913,155505876,156730054,158024131,159317903
Upper middle income,584606611,587203802,595834434,609990141,623985831,638450513,654300845,669769729,685687016,702423443,719640999,737197781,753934459,770249280,785907450,800486083,814338163,827473908,840657283,854053448,867399296,881172008,896094814,911075665,925637766,940516238,956050777,972239053,988454224,1004215209,1019258136,1033496345,1046736742,1059483030,1072076202,1084519595,1096837048,1109134114,1121142168,1132534827,1143309700,1153248554,1162742145,1172068213,1181286289,1190510195,1199612515,1208530311,1217579410,1226932682,1236279244,1245849420,1255742233,1265783517,1275890597,1285838175,590606699,592796504,601412150,615880644,630154689,644887659,661122895,676918183,693180533,710328139,728019667,746108654,763368825,780216325,796395962,811454203,825752559,839317828,852918269,866682005,880297993,894253375,909332796,924443881,939142595,954281193,970248571,987012029,1003871338,1020250574,1035857491,1050571569,1064205907,1077274419,1090134071,1102771098,1115216613,1127574897,1139608711,1151054066,1161993696,1172238231,1182137235.8828702,1191902632.89893,1201509275.9913702,1211043948.24397,1220335766.4849901,1229337043.99093,1238414747.2955298,1247801305.1102,1257256865.3622298,1267009233.35782,1277144423.07723,1287506432.6100798,1297864319.73916,1308019677.6820302
Uruguay,1268389,1285935,1302992,1319524,1335543,1351007,1366095,1380655,1393947,1404992,1413214,1418183,1420439,1421560,1423727,1428495,1436475,1447193,1459789,1472904,1485536,1497483,1509055,1520359,1531640,1543077,1554609,1566129,1577718,1589486,1601492,1613676,1625934,1638223,1650484,1662615,1674767,1686786,1697908,1707128,1713805,1717558,1718806,1718695,1718843,1720421,1723847,1728804,1734831,1741159,1747225,1752931,1758478,1763941,1769468,1775156,1270262,1285756,1300895,1315604,1329844,1343528,1356779,1369438,1380824,1390052,1396585,1400086,1400998,1400524,1400342,1401677,1404961,1409914,1416181,1423117,1430239,1437553,1445226,1453102,1461008,1468830,1476423,1483833,1491376,1499499,1508495,1518372,1528919,1539933,1551120,1562192,1573272,1584228,1594226,1602190,1607437,1609547,1608964,1606942,1605253,1605187,1607194,1610946,1616001,1621602,1627189,1632679,1638275,1644028,1650048,1656399
Uzbekistan,4552409,4678460,4813103,4956011,5106488,5263905,5428099,5598910,5775632,5957398,6143411,6333566,6527484,6723802,6920855,7117542,7313083,7507954,7703886,7903381,8108237,8318542,8533599,8753394,8977744,9206200,9438880,9674935,9911709,10145752,10371816,10587252,10828473,11067164,11278261,11478995,11699503,11924242,12122663,12261148,12440686,12609507,12776626,12938596,13100498,13263963,13434895,13633657,13858960,14098750,14506229,14904711,15129326,15370361,15633406,15908372,4237083,4366211,4506407,4655590,4810714,4969597,5130951,5295396,5464891,5642365,5829583,6027671,6234955,6447046,6657928,6863455,7061646,7254179,7445046,7640139,7843662,8056593,8277338,8504380,8735248,8967943,9201678,9436377,9671477,9906507,10138184,10364748,10620527,10874836,11098739,11306005,11525497,11742758,11928337,12050502,12209714,12354943,12495224,12629054,12763852,12903037,13053355,13234343,13443840,13668650,14056171,14434689,14645174,14872839,15124294,15390528
Vanuatu,30825,31865,32965,34076,35133,36096,36940,37691,38422,39232,40193,41329,42616,44019,45484,46967,48464,49984,51517,53054,54589,56117,57641,59175,60738,62346,63993,65677,67424,69266,71222,73318,75535,77783,79942,81932,83713,85329,86888,88547,90415,92529,94854,97347,99939,102576,105250,107974,110735,113526,116337,119160,121991,124835,127701,130597,32876,33843,34841,35886,36998,38191,39470,40827,42247,43709,45195,46694,48208,49742,51309,52912,54560,56239,57912,59525,61045,62461,63792,65073,66356,67682,69047,70452,71945,73586,75411,77461,79707,82031,84267,86304,88089,89675,91186,92799,94643,96759,99103,101616,104205,106799,109385,111982,114600,117256,119962,122716,125507,128330,131182,134055
"Venezuela, RB",3994933,4150817,4313701,4482029,4653544,4826504,5000646,5176177,5352416,5528668,5704565,5879629,6054241,6229999,6409122,6593238,6782957,6977936,7177691,7381347,7588268,7798140,8011188,8227913,8449042,8674932,8905772,9140875,9378653,9616982,9854287,10089937,10324166,10557335,10790169,11023216,11256347,11489326,11722481,11956241,12190859,12426411,12662644,12899062,13134977,13369831,13603432,13835712,14066385,14295161,14521816,14746106,14967959,15187536,15405120,15620882,4151912,4310867,4476889,4648317,4822711,4998190,5174497,5351877,5529579,5706824,5883193,6058174,6232193,6406972,6584903,6767750,6956185,7149854,7348238,7550394,7755649,7963660,8174707,8389430,8608744,8833127,9062758,9296862,9533778,9771280,10007672,10242310,10475305,10706659,10936639,11165455,11392865,11618677,11843253,12067114,12290618,12513812,12736499,12958491,13179506,13399284,13617796,13834947,14050331,14263446,14473929,14681525,14886279,15088509,15288707,15487201
